"Customer_ID";"churn";"eqpdays";"months";"mou_Mean";"totmrc_Mean";"last_swap";"hnd_price";"adjrev";"change_mou";"mou_cvce_Mean";"avg3mou";"totrev";"mou_Range";"mou_opkv_Mean";"totcalls";"phones";"avg3qty";"complete_Mean";"peak_vce_Mean";"comp_vce_Mean";"totmou";"opk_vce_Mean";"mou_peav_Mean";"adjqty";"avgqty";"adjmou";"rev_Mean";"ovrmou_Range";"rev_Range";"ovrmou_Mean";"plcd_vce_Mean";"csa"
"1000062";"0";901;50;406;40;"(495,1.65e+03]";"9.98999786376953";2128,51;88;172,933333333333;377;2191,84;130;99,03;6008;"2";207;133,666666666667;93,3333333333333;133,666666666667;12776;84,3333333333333;121,593333333333;5994;122,33;12748;42,885;127;5,7;53,75;162,666666666667;"SANMCA210"
"1000065";"0";37;54;244;51,99;"(25,214]";"129.989990234375";3273,14;15;107,84;239;3341,61;73;31,6066666666667;4680;"4";87;54,3333333333333;54;54,3333333333333;14131,0166666667;14,3333333333333;125,04;4563;86,09;13975,02;54,96;0;4,95;0;69;"KCYKCK913"
"1000070";"1";873;54;383,5;50;"(495,1.65e+03]";"29.989990234375";2673,52;-214,5;102,573333333333;455;2762,23;343;19,6333333333333;14080;"2";280;103;151,666666666667;103;24958,1133333333;16,6666666666667;195,896666666667;13928;278,56;24602,11;53,46;0;12,85;0;131,333333333333;"NOLKEN504"
"1000076";"0";659;52;1229,75;59,99;"(495,1.65e+03]";"9.98999786376953";3030,77;217,25;822,746666666667;1157;3130,78;769;635,1;14444;"7";317;280,666666666667;215,666666666667;280,666666666667;39416,0866666667;155,333333333333;445,96;14212;355,3;38900,09;66,285;97;26,13;52,75;325;"SANAUS512"
"1000085";"0";10;56;1348,25;75;"(25,214]";"199.989990234375";4603,86;-165,25;555,806666666667;1403;4933,34;372;48,6833333333333;23248;"8";615;318,333333333333;454;317,666666666667;56408,0733333333;32,3333333333333;943,653333333333;23081;435,49;56000,07;93,02;10;36,46;4,75;398,333333333333;"SANAUS512"
"1000092";"0";675;50;364,75;34,98;"(495,1.65e+03]";"9.98999786376953";1940,11;-30,75;129,733333333333;375;2039,23;156;108,2;11530;"3";217;82;95,6666666666667;82;20402,2166666667;62,6666666666667;121,39;11410;242,77;20243,22;40,7125;3;6,98999999999999;0,75;118;"KCYWIC316"
"1000103";"1";1475;54;951,5;50;"(495,1.65e+03]";"29.989990234375";2367,78;308,5;145,683333333333;849;2378,78;461;127,956666666667;11950;"2";538;128;300;128;18363;95;481,98;11950;225,47;18363;90,25;301;75,25;161;181;"SLCSLC801"
"1000106";"0";1116;56;161;88,5425;"(495,1.65e+03]";"29.989990234375";3996,24;78;54,3466666666667;135;4102,69;129;20,1833333333333;7025;"2";79;41;38;41;16386;22,6666666666667;65,7833333333333;6966;133,96;16157;95,1675;0;54,17;0;43,3333333333333;"DALDAL214"
"1000108";"1";693;50;987,5;79,99;"(495,1.65e+03]";"79.989990234375";3247,19;-153,5;443,83;1039;3340,74;447;112,68;11021;"2";370;258;270,666666666667;258;21669,1133333333;66;530,403333333333;10885;226,77;21481,11;103,08;193;65,08;71,25;326,333333333333;"NOLKEN504"
"1000109";"0";240;54;2337,5;78;"(214,336]";"199.989990234375";6349,43;-365,5;934,293333333333;2459;6453,46;629;542,36;18036;"5";635;195,333333333333;286,333333333333;195,333333333333;50507,02;98;1001,65333333333;18002;360,04;50422,02;226,005;369;147,85;370;261,333333333333;"SANSAN210"
"1000121";"0";1619;54;225;29,99;"No Swap";"29.989990234375";2465,46;74;60,5766666666667;200;2501,99;376;148,46;1660;"1";42;17;13,6666666666667;17;9703;17,3333333333333;68,6766666666667;1652;39,33;9682;33,85;0;10,8;0;17;"NYCMAN917"
"1000141";"1";1672;55;56;16,99;"No Swap";"29.989990234375";1104,32;48;22,7066666666667;40;1104,32;85;7,92333333333333;901;"1";22;19,3333333333333;16;19,3333333333333;1997;10;23,3566666666667;873;17,12;1933;22,555;4;1,8;1;20;"MINMIN612"
"1000143";"0";124;53;3209,75;212,99;"(214,336]";"149.989990234375";11799,31;-421,75;1394,97333333333;3350;11911,76;1136;440,563333333333;56029;"11";1201;801,666666666667;906,333333333333;801,666666666667;126950,683333333;210,333333333333;1779,32666666667;55932;1075,62;126743,68;260,805;0;84,74;0;971,333333333333;"SANAUS512"
"1000146";"1";285;51;641,25;75;"(336,495]";"29.989990234375";4137,76;190,75;237,093333333333;578;4271,11;326;76,2166666666667;18446;"4";276;147,666666666667;165,333333333333;147,666666666667;39884,29;44,3333333333333;286,173333333333;18167;363,34;38956,29;78,0675;0;3,33000000000001;0;205,666666666667;"DALDAL214"
"1000158";"0";740;51;557,25;50;"(495,1.65e+03]";"79.989990234375";2748,55;48,75;202,956666666667;541;3067,2;313;68,4333333333333;10231;"3";196;92,6666666666667;109,666666666667;92,6666666666667;28202;31,3333333333333;263,886666666667;10109;215,09;27690;56,025;189;18,9;60,25;122,333333333333;"SANMCA210"
"1000159";"1";638;51;790,5;75;"(495,1.65e+03]";"29.989990234375";4042,59;-60,5;328,64;811;4153,88;135;15,8433333333333;38175;"6";539;239,333333333333;396,666666666667;239,333333333333;60027,1566666667;19;509,833333333333;37996;759,92;59754,16;83,825;0;2,97000000000001;0;299,333333333333;"DALDAL214"
"1000169";"0";180;51;244,75;29,99;"(214,336]";"149.989990234375";1550,8;53,25;88,12;227;1591,14;123;62,4333333333333;3834;"5";125;58,3333333333333;55,3333333333333;58,3333333333333;5880;44,3333333333333;97,8466666666667;3811;76,22;5829;43,715;75;34,05;30;79;"NYCQUE917"
"1000192";"1";1493;49;340;34,98;"No Swap";"29.989990234375";1937,15;-154;103,436666666667;391;2004,44;278;51,51;2878;"1";142;91;78;91;9775,05333333333;33,6666666666667;132,676666666667;2818;76,16;9557,05;41,085;22;8,48;5,5;114;"DENBOU303"
"1000196";"0";831;55;287;30;"(495,1.65e+03]";"9.98999786376953";2766,48;-57;162,083333333333;306;2773,73;460;34,1533333333333;9411;"4";151;92,6666666666667;98,6666666666667;92,6666666666667;15246,02;19,6666666666667;176,33;9357;179,94;15178,02;46,935;250;63,49;62,5;118;"BOSBOS617"
"1000198";"1";1490;49;35,25;34,99;"No Swap";"29.989990234375";1525,25;-24,25;25,84;43;1547,93;36;3,52666666666667;497;"1";17;12,3333333333333;10,3333333333333;12,3333333333333;1186;3,33333333333333;22,6266666666667;497;10,57;1186;35,305;0;0,629999999999995;0;16,6666666666667;"DALFTW817"
"1000204";"1";503;51;50;29,99;"(495,1.65e+03]";"79.989990234375";1272,31;-12;29,6333333333333;54;1290,23;82;8,83;460;"2";25;15,3333333333333;14,6666666666667;15,3333333333333;1061;6,33333333333333;29,5866666666667;458;9,16;1059;28,725;0;0,940000000000001;0;17;"DALDAL214"
"1000206";"1";397;49;759,75;75;"(495,1.65e+03]";"29.989990234375";3927,8;-421,75;237,846666666667;900;4052,8;594;139,843333333333;8372;"4";367;98,6666666666667;167;98,6666666666667;18510,1033333333;55,3333333333333;341,74;8320;177,02;18373,1;90,335;0;15,98;0;132;"SANMCA210"
"1000222";"0";329;53;149,25;73,9425;"(336,495]";"149.989990234375";1758,83;73,75;93,3866666666667;125;1799,83;192;57,3366666666667;1688;"4";49;26;44,3333333333333;26;2716;9,33333333333333;69,1733333333333;1685;33,7;2713;81,6025;92;33,91;50;32,3333333333333;"OKCOKC405"
"1000223";"1";634;51;174,25;75;"(495,1.65e+03]";"9.98999786376953";5032,15;-78,25;18,5433333333333;200;5139,24;531;7,94666666666667;10112;"4";69;13;8;13;39108,03;6;25,4333333333333;10049;209,35;39012,03;101,65;0;40,7;0;14,3333333333333;"DALDAL214"
"1000227";"1";1590;53;438;49,99;"No Swap";"29.989990234375";3590,98;73;287,673333333333;414;3709,8;207;170,513333333333;9479;"1";108;91;55,6666666666667;91;31269,0566666667;53,6666666666667;156,5;9273;181,82;30739,06;51,14;11;3,3;2,75;119,333333333333;"NOLKEN504"
"1000228";"1";669;49;355;55;"(495,1.65e+03]";"29.989990234375";2418,04;-171;65,9533333333333;412;2502,94;286;44,4866666666667;10995;"2";255;60,6666666666667;125,333333333333;60,6666666666667;17078,02;41;227,236666666667;10928;227,67;16934,02;56,485;0;2,97;0;85;"NNYSYR315"
"1000234";"1";278;53;352,25;52,5025;"(336,495]";"99.989990234375";3070,16;482,75;130,383333333333;191;3111,91;835;65,6433333333333;10632;"4";34;36,3333333333333;18,6666666666667;36,3333333333333;28325;22;90,86;10609;208,02;28271;52,0575;43;74,9;16;44,6666666666667;"SEAPOR503"
"1000243";"1";80;53;2035;75;"(25,214]";"149.989990234375";4691,01;511;571,096666666667;1865;4841,61;1145;729,816666666667;29475;"10";732;327;440,333333333333;327;67310,4966666667;269;668,81;29171;571,98;66623,5;114,4625;671;58,98;323,75;444,333333333333;"PHXPHX602"
"1000259";"1";519;51;371,75;39,99;"(495,1.65e+03]";"149.989990234375";2483,22;74,25;148,246666666667;347;2633,29;188;111,05;15735;"4";181;128,666666666667;90,6666666666667;128,666666666667;31841,04;97,6666666666667;108,226666666667;15342;403,74;31123,04;37,0575;65;21,97;21,5;171,333333333333;"SANAUS512"
"1000268";"1";294;52;1821,25;62,9775;"(336,495]";"199.989990234375";5626;-1298,25;316,573333333333;2254;5950,05;2567;175,19;33550;"4";1019;279;868,666666666667;279;69206,0333333333;110;1254,27333333333;33156;650,12;68549,03;269,2825;1464;689,46;608,75;354,333333333333;"SANSAN210"
"1000277";"1";881;48;320,75;35;"(495,1.65e+03]";"9.98999786376953";1821,74;10,25;221,793333333333;317;1934,78;40;104,72;3328;"2";110;100;71;100;8769;40;145,45;3187;70,82;8479;39,5925;20;9,56;6,25;135,666666666667;"STLCOL618"
"1000280";"1";566;48;325,75;30;"(495,1.65e+03]";"29.989990234375";1755,53;-153,75;67,86;377;1775,28;228;107,81;7974;"3";243;76;79;76;12701;91,3333333333333;112,503333333333;7966;173,17;12691;30,27;0;0,539999999999999;0;87,6666666666667;"DALDAL214"
"1000282";"1";224;54;1175,25;52,0375;"(214,336]";"129.989990234375";4671,75;-1173,25;687,88;1566;4948,25;1879;519,57;36144;"5";758;508,333333333333;488;508,333333333333;76125;198;667,006666666667;36144;681,96;76125;59,2625;181;67,16;45,25;668;"OKCOKC405"
"1000295";"0";438;48;477,75;59,99;"(495,1.65e+03]";"79.989990234375";4314,35;32,25;234,913333333333;467;4413,02;183;41,2566666666667;9831;"7";201;142,333333333333;171,333333333333;142,333333333333;22328,02;21,3333333333333;280,84;9698;210,83;22020,02;53,69;0;0,899999999999999;0;165,666666666667;"KCYKCK913"
"1000296";"0";25;48;1262;75;"(214,336]";"129.989990234375";4125,3;-65;464,13;1284;4231,28;375;502,233333333333;21566;"8";629;313,666666666667;207;313,333333333333;60025;263,666666666667;328,413333333333;21507;457,6;59869;76,465;3;3,34;0,75;456,333333333333;"SANMCA210"
"1000303";"1";1250;48;205;41,99;"(495,1.65e+03]";"29.989990234375";2127,44;67;51,0866666666667;183;2194,11;142;19,8066666666667;2691;"2";104;25,6666666666667;58,6666666666667;25,6666666666667;5517;14;105,006666666667;2683;57,09;5497;45,7325;0;0,759999999999998;0;32,6666666666667;"PHXPHX602"
"1000305";"0";539;48;307;34,99;"(495,1.65e+03]";"29.989990234375";1732,01;204;223,413333333333;239;1769,34;329;194,363333333333;2221;"3";56;58;10,6666666666667;58;14628;47,3333333333333;29,05;2221;47,26;14628;35,305;0;0,629999999999995;0;85,6666666666667;"DALDAL214"
"1000309";"1";253;48;287;39,99;"(336,495]";"29.989990234375";3619,01;-3;82,6533333333333;288;3680,56;279;64,3066666666667;12996;"4";88;41,6666666666667;52;41,6666666666667;32945,1;36,6666666666667;111,416666666667;12603;273,98;32087,1;45,2325;132;47,43;33;67,6666666666667;"PHIMER609"
"1000313";"1";678;50;78,75;34,98;"(495,1.65e+03]";"29.989990234375";1374,58;36,25;34,0366666666667;67;1402,83;80;24,89;3915;"3";41;26;24,6666666666667;26;5524;21;28,9466666666667;3886;99,64;5474;35,2275;0;0,989999999999995;0;32;"DALDAL214"
"1000325";"0";198;48;1122;87,48;"(336,495]";"99.989990234375";5018,55;86;529,09;1093;5093,85;577;221,99;13453;"9";367;218,666666666667;206,666666666667;218,666666666667;42141,78;71;551,046666666667;13439;292,15;42102,78;104,9775;0;12,21;0;257,666666666667;"MINMIN612"
"1000329";"0";246;52;1051,25;50;"(336,495]";"129.989990234375";4272,58;-341,25;177,1;1165;4326,05;700;118,13;35739;"3";631;130;358,666666666667;130;58142,0333333333;62,6666666666667;648,723333333333;35695;699,9;58088,03;77,6475;531;55,29;264;158,333333333333;"PHXPHX602"
"1000330";"1";325;50;4,75;19,99;"(336,495]";"29.989990234375";8752,86;1,25;7,67;4;9037,68;4;0;30604;"5";2;4,66666666666667;4,66666666666667;4,66666666666667;85758,2033333333;0;7,67;30301;818,95;85079,2;23,24;0;0;0;10;"NOLKEN504"
"1000343";"0";378;50;1133,5;149,99;"(495,1.65e+03]";"149.989990234375";9414,25;-50,5;550,053333333333;1150;9504,92;255;186,9;24418;"3";457;341,666666666667;341,333333333333;341;90972,09;100,333333333333;604,123333333333;24418;498,33;90972,09;145,1525;1;4,53;0,5;411,333333333333;"STLSTL314"
"1000355";"0";32;48;378,25;60;"(214,336]";"149.989990234375";3071,66;13,75;134,86;374;3153,28;431;121,043333333333;14350;"8";186;101;61,3333333333333;101;24833,45;76,3333333333333;91,4;14263;310,07;24703,45;68,315;0;11,5;0;132;"NOLKEN504"
"1000359";"0";1517;50;16;20;"(495,1.65e+03]";"29.989990234375";1093,87;24;5,51333333333333;8;1129,35;38;2,94;436;"2";4;2,33333333333333;1,33333333333333;2,33333333333333;1653,01666666667;1,66666666666667;2,76333333333333;381;7,94;1453,02;20;0;0;0;2,33333333333333;"DETTOL419"
"1000360";"0";631;52;1141,25;75;"(495,1.65e+03]";"79.989990234375";4042,59;-28,25;262,763333333333;1151;4156,3;754;405,29;38139;"3";541;154;173,333333333333;154;68641;175,666666666667;307,406666666667;37994;791,54;68387;83,67;0;23,25;0;209,333333333333;"SANSAN210"
"1000363";"1";684;54;532,5;49,99;"(495,1.65e+03]";"79.989990234375";3247,7;-189,5;225,27;596;3323,84;287;113,58;15889;"8";307;147,666666666667;192;147,666666666667;30469,1133333333;67,6666666666667;324,51;15750;308,82;30260,11;47,49;0;0;0;197;"PHXPHX602"
"1000379";"0";104;52;1471,25;118,115;"(25,214]";"99.989990234375";5277,55;78,75;0;1445;5364,54;617;0;14720;"3";407;0;0;0;44925,17;0;0;14672;376,21;44769,17;213,35;701;202,43;228,25;0;"PHXPHX602"
"1000388";"1";998;50;73,25;20;"(495,1.65e+03]";"29.989990234375";1054,16;4,75;59,6766666666667;72;1097,44;33;44,3033333333333;932;"2";22;20;6,33333333333333;20;1987;14,6666666666667;16,7333333333333;886;18,46;1925;28,6775;32;12,48;22,25;24,6666666666667;"DETTOL419"
"1000393";"1";1451;48;267,75;29,99;"No Swap";"29.989990234375";2934,41;-2,75;151,89;269;2997,31;31;44,1633333333333;5386;"1";108;97,3333333333333;73,3333333333333;97,3333333333333;16984,29;33;119,673333333333;5323;120,98;16801,29;54,6;77;40,53;114,5;127,666666666667;"MINMIN612"
"1000402";"1";477;50;279,25;39,99;"(495,1.65e+03]";"9.98999786376953";2404,74;73,75;195,296666666667;255;2493,09;247;71,02;6996;"6";72;72,3333333333333;52;72,3333333333333;19273,02;37,6666666666667;167,843333333333;6953;182,97;19189,02;35,2525;23;8,05;5,75;90;"PHXPHX602"
"1000415";"1";1447;48;0,25;24,99;"No Swap";"29.989990234375";785,16;-0,25;0;0;801,13;1;0;1109;"1";0;0;0;0;1555,03;0;0;1100;30,56;1538,03;25,215;0;0,449999999999999;0;0;"OKCTUL918"
"1000419";"1";875;54;4,5;29,99;"(495,1.65e+03]";"29.989990234375";1508,1;-4,5;4,09333333333333;6;1541,28;10;1,91333333333333;1294;"2";4;5,66666666666667;2;5,66666666666667;2410;3,66666666666667;2,18;1266;24,35;2355;29,99;0;0;0;6,33333333333333;"PHXPHX602"
"1000428";"0";304;48;187,5;29,99;"(495,1.65e+03]";"99.989990234375";1298,5;10,5;92,0566666666667;184;1324,63;50;33,7166666666667;7539;"3";119;86,3333333333333;63;86,3333333333333;11221;36,3333333333333;70,7933333333333;7506;166,8;11167;30,26;0;0,539999999999999;0;126,333333333333;"NNYBUF716"
"1000429";"1";1554;52;47,25;29,99;"No Swap";"29.989990234375";3900,59;-7,25;36,2166666666667;50;3997,36;67;5,12333333333333;9839;"1";20;22,3333333333333;24;22,3333333333333;20087,3;1,33333333333333;37,08;9791;195,82;19971,3;30,485;0;0,989999999999998;0;29,6666666666667;"SANAUS512"
"1000432";"1";117;54;2625,75;75;"(25,214]";"199.989990234375";4438,4;277,25;743,786666666667;2533;4522,16;1555;645,003333333333;30266;"10";1192;410,333333333333;394,666666666667;410,333333333333;61792,0566666667;337;769,386666666667;30186;736,24;61635,06;265,5375;848;564,25;368,75;491,666666666667;"DALFTW817"
"1000446";"1";172;47;479;50;"(336,495]";"29.989990234375";2619,04;-337;252,74;591;2706,14;785;144,863333333333;6196;"2";163;76,6666666666667;81;76,6666666666667;23363;29,3333333333333;215,226666666667;5947;129,28;22601;64,8;351;35,8;139,25;103,333333333333;"INDIND317"
"1000463";"0";140;53;2845,25;75;"(25,214]";"199.989990234375";7485,14;-450,25;1196,07666666667;2995;7596,95;1498;661,2;44849;"4";1072;549;480,666666666667;549;116770,85;269,666666666667;1151,74666666667;44610;857,88;116212,85;203,9725;1381;149,58;1083,25;691;"DALDAL214"
"1000475";"1";430;53;421,5;35,99;"(336,495]";"59.989990234375";2082,74;77,5;217,32;396;2183,87;131;125,626666666667;6406;"3";115;94;76,3333333333333;94;16590;39,3333333333333;187,25;6205;151,34;16119;35,99;0;0;0;129;"MIAMIA305"
"1000480";"0";423;49;515,75;50;"(495,1.65e+03]";"79.989990234375";3188,49;108,25;248,213333333333;480;3448,78;196;52,2766666666667;12671;"3";238;167,333333333333;174,333333333333;167;27705,15;36;263,22;12619;262,9;27604,15;60,06;36;4,41999999999999;9,25;214,333333333333;"INDIND317"
"1000485";"0";86;51;781,25;80;"(25,214]";"199.989990234375";4448,13;-137,25;352,15;827;4556,51;309;163,736666666667;19346;"9";400;196,333333333333;230;196,333333333333;42130,0166666667;66,3333333333333;364,113333333333;19330;386,6;42108,02;84,875;0;3,27;0;290,666666666667;"MIANDA305"
"1000489";"1";802;53;285,75;42,515;"(495,1.65e+03]";"79.989990234375";2035,71;-244,75;185,706666666667;367;2076,92;531;125,663333333333;2004;"2";129;107,333333333333;138,666666666667;107,333333333333;3968;47;307,02;1966;37,81;3915;107,9125;197;197,26;92,5;135,333333333333;"KCYKCK913"
"1000496";"0";524;47;603,5;50;"(495,1.65e+03]";"79.989990234375";3842,71;-23,5;233,183333333333;611;4234,35;63;150,98;20176;"2";337;191,666666666667;162;191,666666666667;40588,0633333333;96,6666666666667;232,426666666667;19956;464,09;40063,06;56,3825;56;3,18000000000001;20;221;"MINMIN612"
"1000497";"1";1607;53;25;25;"No Swap";"29.989990234375";1518,78;9;17,11;22;1544,59;39;10,5866666666667;2300;"1";12;14,3333333333333;5;14,3333333333333;4031,02;11;8,42333333333333;2300;44,23;4031,02;23,75;0;0;0;19,3333333333333;"STLSTL314"
"1000498";"0";250;53;454,25;84,99;"(214,336]";"129.989990234375";3720,94;-96,25;158,726666666667;486;3971,55;213;42,06;12774;"6";189;82,6666666666667;109,666666666667;82,6666666666667;30946,0533333333;22,6666666666667;208,643333333333;12774;245,65;30946,05;88,24;0;0;0;103,666666666667;"SANMCA210"
"1000500";"0";3;49;305,75;50;"(25,214]";"199.989990234375";2743,55;-24,75;122,933333333333;314;2795,16;67;46,1233333333333;7884;"5";147;93,6666666666667;91;93,6666666666667;19368;32;141,536666666667;7884;164,25;19368;50;0;0;0;113;"INDIND317"
"1000504";"1";1437;47;8,75;27;"No Swap";"29.989990234375";1759,25;19,25;6,56333333333333;2;1789,73;27;0,51;2157;"1";2;5,66666666666667;4;5,66666666666667;4697;1,66666666666667;6,05333333333333;2146;46,65;4682;27,245;0;0,489999999999998;0;8,33333333333333;"KCYKCK913"
"1000510";"1";39;51;1634,66666666667;101,923333333333;"(25,214]";"149.989990234375";1613,04;702,333333333333;408,02;873;1627,75;2092;307,243333333333;2400;"3";241;183,333333333333;215,333333333333;183,333333333333;5649;80;592,886666666667;2396;53,24;5645;210,386666666667;398;112,36;226,666666666667;238;"MINMIN612"
"1000518";"0";293;49;1269,25;75;"(336,495]";"199.989990234375";3903,93;-104,25;433,843333333333;1304;4047,42;608;102,05;20651;"3";499;197,666666666667;327;197,666666666667;47225,14;43,6666666666667;918,223333333333;20420;434,47;46701,14;84,355;0;8,3;0;238,666666666667;"SEAPOR503"
"1000526";"1";436;47;15,5;29,74;"(495,1.65e+03]";"29.989990234375";3123,65;-15,5;10,3766666666667;21;3236,42;40;7,46666666666667;4479;"2";11;8;3,33333333333333;8;11224,0533333333;5,66666666666667;5,44333333333333;4367;94,93;10961,05;30,01;0;1,54;0;10;"PHIARD610"
"1000531";"0";299;51;935,25;84,99;"(336,495]";"129.989990234375";4071,45;67,75;334,076666666667;913;4135,97;355;144,36;22087;"3";415;257,333333333333;269,333333333333;257,333333333333;46777,2;101,333333333333;401,83;22084;441,68;46772,2;77,465;0;5,94;0;320,333333333333;"MIANDA305"
"1000536";"1";77;49;280;34,535;"(25,214]";"29.989990234375";7053,33;-280;59,35;373;7365,11;1016;26,5366666666667;45016;"4";143;33,3333333333333;36;33,3333333333333;112829,523333333;12;64,25;44984;937,17;112728,52;41,705;0;88,12;0;41,3333333333333;"MIANDA305"
"1000540";"0";872;51;711,5;59,99;"(495,1.65e+03]";"29.989990234375";2450,14;-381,5;177,456666666667;839;2533,79;947;208,436666666667;8055;"2";280;119,666666666667;93,3333333333333;119,666666666667;16635,0666666667;99,6666666666667;179,836666666667;7848;166,98;16337,07;71,0125;277;83,1;69,25;190,333333333333;"DALDAL214"
"1000542";"1";621;47;743,25;49,99;"(495,1.65e+03]";"29.989990234375";4056,24;19,75;228,44;737;4152,84;94;68,4066666666667;15872;"4";456;257;319,666666666667;257;26508,17;65;390,706666666667;15819;343,89;26431,17;121,07;93;46,05;199;305,333333333333;"NSHNSH615"
"1000545";"0";737;47;383,75;49,99;"(495,1.65e+03]";"59.989990234375";2625,51;42,25;165,813333333333;370;2691,64;128;85,3566666666667;9112;"4";151;92,6666666666667;94,6666666666667;92,6666666666667;18457;41,3333333333333;168,74;9041;196,54;18223;57,0125;0;12,88;0;120;"DALDAL214"
"1000560";"0";66;49;2330,75;80;"(25,214]";"79.989990234375";3773,11;564,25;1048,16333333333;2143;3892,02;1750;256,343333333333;44998;"9";1124;706,333333333333;743,666666666667;706,333333333333;87989,7166666667;187;1121,91333333333;44824;1211,46;87656,72;110,645;605;129,61;342,75;905;"MIANDA305"
"1000564";"0";455;49;104,5;44,99;"(495,1.65e+03]";"149.989990234375";3319,52;-3,5;60,9933333333333;106;3350,57;74;21,2466666666667;8099;"3";49;39,6666666666667;32,3333333333333;39,6666666666667;18393,1866666667;14;45,97;8087;168,48;18366,19;36,4875;0;5;0;55,6666666666667;"NNYROC716"
"1000572";"0";225;51;4830,25;80;"(214,336]";"29.989990234375";10061,21;-932,25;1725,86333333333;5141;10159,28;1682;346,796666666667;98874;"7";2904;1203;1921,33333333333;1203;173608,37;235;2761,31666666667;98705;1974,1;173302,37;300,2175;1171;129,91;1887,25;1471,33333333333;"MIADEL561"
"1000580";"0";434;51;449,25;49,9975;"(495,1.65e+03]";"149.989990234375";2354,36;85,75;0;421;2583,37;274;0;3738;"3";101;0;0;0;17146;0;0;3704;78,81;17066;51,365;27;3;7;0;"OMAGRN515"
"1000582";"0";413;51;851,5;79,99;"(495,1.65e+03]";"99.989990234375";3974,89;84,5;198,973333333333;823;4081,34;289;86,9033333333333;32095;"5";504;185,333333333333;328,666666666667;185,333333333333;59696,04;65;415,606666666667;31919;679,13;59365,04;84,515;0;1,35000000000001;0;208,333333333333;"MIAHWD954"
